,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Expiration,Spot Price
2041,SPX240719C04550000,2023-06-27 4:10PM EDT,4550.0,286.9,298.9,300.3,0.0,-,15,15,20.32%,1.4880952380952381,4398.950195
2042,SPX240719C04575000,2023-06-27 4:10PM EDT,4575.0,272.1,283.4,285.4,0.0,-,61,17,20.03%,1.4880952380952381,4398.950195
2043,SPX240719C04600000,2023-06-27 4:10PM EDT,4600.0,257.5,268.8,270.2,0.0,-,26,27,19.71%,1.4880952380952381,4398.950195
2044,SPX240719C04625000,2023-06-30 1:42PM EDT,4625.0,281.8,254.1,256.1,0.0,-,1,25,19.44%,1.4880952380952381,4398.950195
2045,SPX240719C04650000,2023-07-10 1:20PM EDT,4650.0,240.47,240.6,241.9,-19.93,-7.65%,30,8,19.15%,1.4880952380952381,4398.950195
2046,SPX240719C04675000,2023-07-07 3:22PM EDT,4675.0,238.0,226.1,227.9,0.0,-,2,20,18.84%,1.4880952380952381,4398.950195
2047,SPX240719C04700000,2023-07-10 10:00AM EDT,4700.0,215.09,212.8,214.0,-5.91,-2.67%,490,546,18.53%,1.4880952380952381,4398.950195
2048,SPX240719C04725000,2023-07-07 3:21PM EDT,4725.0,211.4,199.8,201.7,0.0,-,16,9,18.29%,1.4880952380952381,4398.950195
2049,SPX240719C04750000,2023-07-06 3:23PM EDT,4750.0,198.01,187.9,189.1,0.0,-,-,19,18.01%,1.4880952380952381,4398.950195
2050,SPX240719C04775000,2023-06-30 11:50AM EDT,4775.0,193.13,175.0,176.7,0.0,-,1,1,17.72%,1.4880952380952381,4398.950195
2051,SPX240719C04800000,2023-06-19 8:39PM EDT,4800.0,180.06,163.6,164.8,0.0,-,2,2,17.44%,1.4880952380952381,4398.950195
2052,SPX240719C04825000,2023-06-20 10:20AM EDT,4825.0,159.05,152.7,154.4,0.0,-,-,1,17.23%,1.4880952380952381,4398.950195
2053,SPX240719C04850000,2023-06-27 2:12PM EDT,4850.0,136.7,142.1,143.2,0.0,-,6,6,16.94%,1.4880952380952381,4398.950195
2054,SPX240719C04875000,2023-06-20 2:30PM EDT,4875.0,146.4,131.6,133.3,0.0,-,-,10,16.72%,1.4880952380952381,4398.950195
2055,SPX240719C04900000,2023-07-07 10:12AM EDT,4900.0,129.42,122.6,123.7,0.0,-,6,3,16.49%,1.4880952380952381,4398.950195
2056,SPX240719C04950000,2023-06-23 1:02PM EDT,4950.0,98.44,104.4,106.3,0.0,-,2,1,16.08%,1.4880952380952381,4398.950195
2057,SPX240719C05000000,2023-06-29 3:00PM EDT,5000.0,85.6,88.8,89.8,0.0,-,-,100,15.63%,1.4880952380952381,4398.950195
2058,SPX240719C05100000,2023-07-10 1:34PM EDT,5100.0,64.04,63.2,64.2,6.54,+11.37%,55,6,14.96%,1.4880952380952381,4398.950195
2059,SPX240719C05150000,2023-07-05 9:30AM EDT,5150.0,64.2,52.8,53.7,0.0,-,1,3,14.66%,1.4880952380952381,4398.950195
2060,SPX240719C05200000,2023-07-07 10:12AM EDT,5200.0,47.36,43.9,44.8,0.0,-,12,27,14.40%,1.4880952380952381,4398.950195
2061,SPX240719C05250000,2023-06-23 1:02PM EDT,5250.0,35.82,36.4,37.2,0.0,-,4,2,14.16%,1.4880952380952381,4398.950195
2062,SPX240719C05300000,2023-07-05 2:05PM EDT,5300.0,37.62,30.3,31.0,0.0,-,-,1,13.97%,1.4880952380952381,4398.950195
2063,SPX240719C05400000,2023-07-06 1:31PM EDT,5400.0,23.65,20.7,21.5,0.0,-,-,33,13.69%,1.4880952380952381,4398.950195
2064,SPX240719C05500000,2023-07-07 9:34AM EDT,5500.0,15.87,13.9,15.0,0.0,-,3,6,13.50%,1.4880952380952381,4398.950195
2065,SPX240719C05600000,2023-06-28 11:40AM EDT,5600.0,10.37,9.5,10.1,0.0,-,84,43,13.29%,1.4880952380952381,4398.950195
2066,SPX240719C05800000,2023-07-06 1:31PM EDT,5800.0,5.5,4.4,4.9,0.0,-,12,8,13.16%,1.4880952380952381,4398.950195
2067,SPX240719C06000000,2023-06-27 12:16PM EDT,6000.0,2.7,2.1,2.5,0.0,-,-,93,13.21%,1.4880952380952381,4398.950195
2068,SPX240719C06200000,2023-06-30 11:17AM EDT,6200.0,1.8,1.05,1.35,0.0,-,5,64,13.37%,1.4880952380952381,4398.950195
2069,SPX240719C06400000,2023-06-30 2:21PM EDT,6400.0,1.05,0.6,0.85,0.0,-,2,101,13.75%,1.4880952380952381,4398.950195
2070,SPX240719C06600000,2023-06-27 11:58AM EDT,6600.0,0.37,0.3,0.6,0.0,-,-,4,14.24%,1.4880952380952381,4398.950195
2071,SPX240719C06800000,2023-07-03 11:18AM EDT,6800.0,0.35,0.15,0.45,0.0,-,2,455,14.77%,1.4880952380952381,4398.950195
2072,SPX240719C07600000,2023-07-03 9:35AM EDT,7600.0,0.35,0.0,0.2,0.0,-,-,1,16.91%,1.4880952380952381,4398.950195
2093,SPX240920C04400000,2023-07-07 3:46PM EDT,4400.0,447.56,437.6,442.2,0.0,-,22,1665,22.85%,1.7380952380952381,4398.950195
2094,SPX240920C04450000,2023-07-10 9:56AM EDT,4450.0,405.62,405.4,409.0,-7.05,-1.71%,200,500,22.28%,1.7380952380952381,4398.950195
2095,SPX240920C04475000,2023-06-27 3:25PM EDT,4475.0,379.62,388.3,392.8,0.0,-,-,1,22.00%,1.7380952380952381,4398.950195
2096,SPX240920C04500000,2023-07-07 11:37AM EDT,4500.0,384.73,372.4,375.9,0.0,-,144,406,21.67%,1.7380952380952381,4398.950195
2097,SPX240920C04525000,2023-06-27 4:10PM EDT,4525.0,344.8,356.7,361.0,0.0,-,-,5,21.43%,1.7380952380952381,4398.950195
2098,SPX240920C04550000,2023-07-07 11:35AM EDT,4550.0,352.59,341.2,344.7,0.0,-,16,12,21.11%,1.7380952380952381,4398.950195
2099,SPX240920C04575000,2023-07-07 12:27PM EDT,4575.0,342.31,325.8,329.1,0.0,-,10,14,20.81%,1.7380952380952381,4398.950195
2100,SPX240920C04600000,2023-07-07 11:48AM EDT,4600.0,322.37,311.3,313.7,0.0,-,4,168,20.51%,1.7380952380952381,4398.950195
2101,SPX240920C04625000,2023-06-27 4:09PM EDT,4625.0,285.9,297.2,300.1,0.0,-,35,83,20.29%,1.7380952380952381,4398.950195
2102,SPX240920C04650000,2023-07-07 12:03PM EDT,4650.0,295.32,282.4,284.7,0.0,-,2,11,19.97%,1.7380952380952381,4398.950195
2103,SPX240920C04700000,2023-07-10 8:22AM EDT,4700.0,256.2,254.6,256.9,-10.07,-3.78%,2,180,19.43%,1.7380952380952381,4398.950195
2104,SPX240920C04750000,2023-07-03 1:11PM EDT,4750.0,256.8,228.1,230.4,0.0,-,100,101,18.90%,1.7380952380952381,4398.950195
2105,SPX240920C04775000,2023-07-07 11:35AM EDT,4775.0,225.04,215.3,218.1,0.0,-,6,3,18.66%,1.7380952380952381,4398.950195
2106,SPX240920C04800000,2023-07-10 10:18AM EDT,4800.0,206.64,203.4,205.5,-4.09,-1.94%,100,775,18.39%,1.7380952380952381,4398.950195
2107,SPX240920C04825000,2023-07-03 10:09AM EDT,4825.0,214.74,191.6,194.1,0.0,-,30,41,18.17%,1.7380952380952381,4398.950195
2108,SPX240920C04850000,2023-06-27 2:14PM EDT,4850.0,175.36,180.2,182.3,0.0,-,10,60,17.91%,1.7380952380952381,4398.950195
2109,SPX240920C04875000,2023-06-23 1:33PM EDT,4875.0,160.99,169.0,171.7,0.0,-,100,100,17.69%,1.7380952380952381,4398.950195
2110,SPX240920C04900000,2023-07-07 10:09AM EDT,4900.0,167.61,158.8,160.9,0.0,-,4,261,17.45%,1.7380952380952381,4398.950195
2111,SPX240920C04925000,2023-06-28 2:26PM EDT,4925.0,138.12,148.5,151.1,0.0,-,43,30,17.25%,1.7380952380952381,4398.950195
2112,SPX240920C04950000,2023-07-05 12:51PM EDT,4950.0,159.25,138.9,141.1,0.0,-,200,200,17.02%,1.7380952380952381,4398.950195
2113,SPX240920C04975000,2023-06-27 2:23PM EDT,4975.0,126.21,129.7,132.2,0.0,-,-,150,16.83%,1.7380952380952381,4398.950195
2114,SPX240920C05000000,2023-07-10 12:48PM EDT,5000.0,120.5,121.2,123.1,-6.0,-4.74%,400,243,16.61%,1.7380952380952381,4398.950195
2115,SPX240920C05050000,2023-07-03 10:38AM EDT,5050.0,120.0,105.1,107.0,0.0,-,25,36,16.24%,1.7380952380952381,4398.950195
2116,SPX240920C05100000,2023-06-27 1:59PM EDT,5100.0,87.05,90.9,92.5,0.0,-,-,100,15.89%,1.7380952380952381,4398.950195
2117,SPX240920C05150000,2023-07-10 11:05AM EDT,5150.0,76.6,77.9,79.5,4.22,+5.83%,15,6,15.57%,1.7380952380952381,4398.950195
2118,SPX240920C05200000,2023-07-07 10:23AM EDT,5200.0,70.19,66.7,68.2,0.0,-,16,55,15.28%,1.7380952380952381,4398.950195
2119,SPX240920C05250000,2023-07-06 3:38PM EDT,5250.0,61.61,56.9,58.4,0.0,-,2,8,15.03%,1.7380952380952381,4398.950195
2120,SPX240920C05300000,2023-06-26 3:03PM EDT,5300.0,43.03,48.2,49.7,0.0,-,10,8,14.79%,1.7380952380952381,4398.950195
2121,SPX240920C05400000,2023-07-10 10:28AM EDT,5400.0,35.0,34.9,36.1,-2.3,-6.17%,40,300,14.42%,1.7380952380952381,4398.950195
2122,SPX240920C05500000,2023-07-06 3:38PM EDT,5500.0,27.58,24.6,26.4,0.0,-,8,12,14.17%,1.7380952380952381,4398.950195
2123,SPX240920C05600000,2023-06-27 9:51AM EDT,5600.0,16.57,17.8,18.8,0.0,-,-,14,13.91%,1.7380952380952381,4398.950195
2124,SPX240920C05800000,2023-07-10 12:01PM EDT,5800.0,9.14,9.2,9.7,-1.64,-15.21%,2,1,13.61%,1.7380952380952381,4398.950195
2125,SPX240920C06000000,2023-07-10 10:28AM EDT,6000.0,5.12,4.8,5.1,-0.26,-4.83%,80,8,13.49%,1.7380952380952381,4398.950195
2126,SPX240920C06200000,2023-06-26 10:07AM EDT,6200.0,3.33,2.6,2.75,0.0,-,12,7,13.49%,1.7380952380952381,4398.950195
2127,SPX240920C06600000,2023-07-06 4:14PM EDT,6600.0,1.15,0.8,1.15,0.0,-,4,29,14.08%,1.7380952380952381,4398.950195
2128,SPX240920C06800000,2023-07-06 4:12PM EDT,6800.0,0.8,0.45,0.8,0.0,-,-,3,14.43%,1.7380952380952381,4398.950195
2129,SPX240920C07000000,2023-07-06 4:08PM EDT,7000.0,0.55,0.25,0.6,0.0,-,-,150,14.86%,1.7380952380952381,4398.950195
2130,SPX240920C07200000,2023-07-10 1:05PM EDT,7200.0,0.32,0.15,0.45,-0.08,-20.00%,11,3,15.25%,1.7380952380952381,4398.950195
2131,SPX240920C07400000,2023-07-10 1:05PM EDT,7400.0,0.22,0.05,0.4,-0.05,-18.52%,1,5,15.85%,1.7380952380952381,4398.950195
2132,SPX240920C07600000,2023-07-07 9:54AM EDT,7600.0,0.1,0.0,0.1,0.0,-,2,28,14.84%,1.7380952380952381,4398.950195
2171,SPX241220C04400000,2023-07-10 9:37AM EDT,4400.0,501.71,493.9,502.4,-7.9,-1.55%,4,7835,23.67%,2.0992063492063493,4398.950195
2172,SPX241220C04500000,2023-07-07 4:08PM EDT,4500.0,438.2,429.3,437.7,0.0,-,588,8636,22.64%,2.0992063492063493,4398.950195
2173,SPX241220C04600000,2023-07-07 11:48AM EDT,4600.0,382.81,369.7,376.2,0.0,-,2,12127,21.62%,2.0992063492063493,4398.950195
2174,SPX241220C04700000,2023-07-10 8:22AM EDT,4700.0,315.77,313.7,317.7,-10.56,-3.24%,1,5549,20.59%,2.0992063492063493,4398.950195
2175,SPX241220C04800000,2023-07-10 12:50PM EDT,4800.0,259.2,259.5,265.1,-11.77,-4.34%,600,4375,19.66%,2.0992063492063493,4398.950195
2176,SPX241220C04900000,2023-07-06 11:51AM EDT,4900.0,221.7,212.8,216.3,0.0,-,15,4391,18.72%,2.0992063492063493,4398.950195
2177,SPX241220C05000000,2023-07-10 1:17PM EDT,5000.0,172.4,171.2,174.4,-6.1,-3.42%,6,30500,17.91%,2.0992063492063493,4398.950195
2178,SPX241220C05100000,2023-07-10 10:10AM EDT,5100.0,139.59,134.9,137.8,-9.01,-6.06%,500,2796,17.15%,2.0992063492063493,4398.950195
2179,SPX241220C05150000,2023-06-16 11:57AM EDT,5150.0,143.64,119.3,122.1,0.0,-,100,200,16.82%,2.0992063492063493,4398.950195
2180,SPX241220C05200000,2023-07-10 10:31AM EDT,5200.0,107.2,105.2,107.8,-5.01,-4.46%,200,7409,16.51%,2.0992063492063493,4398.950195
2181,SPX241220C05250000,2023-06-28 4:12PM EDT,5250.0,86.23,92.8,95.2,0.0,-,32,615,16.25%,2.0992063492063493,4398.950195
2182,SPX241220C05300000,2023-07-06 2:02PM EDT,5300.0,88.11,81.2,83.6,0.0,-,110,2686,15.98%,2.0992063492063493,4398.950195
2183,SPX241220C05400000,2023-07-10 1:40PM EDT,5400.0,62.0,61.0,64.5,-4.6,-6.91%,60,5316,15.56%,2.0992063492063493,4398.950195
2184,SPX241220C05500000,2023-07-07 3:50PM EDT,5500.0,48.11,46.3,49.3,0.0,-,40,4481,15.19%,2.0992063492063493,4398.950195
2185,SPX241220C05600000,2023-07-10 12:47PM EDT,5600.0,35.6,35.4,37.0,-7.55,-17.50%,20,4625,14.84%,2.0992063492063493,4398.950195
2186,SPX241220C05700000,2023-07-07 10:27AM EDT,5700.0,28.5,26.5,27.9,0.0,-,250,1975,14.59%,2.0992063492063493,4398.950195
2187,SPX241220C05800000,2023-07-10 10:10AM EDT,5800.0,21.0,19.9,21.2,-0.8,-3.67%,500,2676,14.41%,2.0992063492063493,4398.950195
2188,SPX241220C05900000,2023-07-05 3:07PM EDT,5900.0,19.1,15.0,16.0,0.0,-,53,3462,14.26%,2.0992063492063493,4398.950195
2189,SPX241220C06000000,2023-07-10 11:45AM EDT,6000.0,11.4,11.3,12.1,-1.4,-10.94%,1,19907,14.14%,2.0992063492063493,4398.950195
2190,SPX241220C06200000,2023-07-10 11:18AM EDT,6200.0,6.8,6.4,7.1,-0.5,-6.85%,2,4461,14.03%,2.0992063492063493,4398.950195
2191,SPX241220C06400000,2023-07-06 11:30AM EDT,6400.0,5.0,3.8,4.3,0.0,-,1,8180,14.04%,2.0992063492063493,4398.950195
2192,SPX241220C06600000,2023-07-10 12:32PM EDT,6600.0,2.45,2.25,2.45,-0.45,-15.52%,3,15693,13.96%,2.0992063492063493,4398.950195
2193,SPX241220C06800000,2023-06-30 10:41AM EDT,6800.0,2.19,1.4,1.95,0.0,-,2,10147,14.45%,2.0992063492063493,4398.950195
2194,SPX241220C07000000,2023-07-07 1:01PM EDT,7000.0,1.25,0.85,1.15,0.0,-,11,2270,14.42%,2.0992063492063493,4398.950195
2195,SPX241220C07200000,2023-06-30 2:26PM EDT,7200.0,1.1,0.6,1.05,0.0,-,148,644,15.05%,2.0992063492063493,4398.950195
2196,SPX241220C07400000,2023-07-05 11:07AM EDT,7400.0,0.8,0.4,0.85,0.0,-,524,2591,15.45%,2.0992063492063493,4398.950195
2197,SPX241220C07600000,2023-06-30 10:41AM EDT,7600.0,0.4,0.25,0.7,0.0,-,8,302,15.85%,2.0992063492063493,4398.950195
2198,SPX241220C07800000,2023-06-14 12:09PM EDT,7800.0,0.25,0.15,0.6,0.0,-,2,578,16.29%,2.0992063492063493,4398.950195
2199,SPX241220C08000000,2023-06-30 2:53PM EDT,8000.0,0.3,0.0,0.55,0.0,-,3,348,16.79%,2.0992063492063493,4398.950195
2200,SPX241220C08200000,2023-07-05 11:07AM EDT,8200.0,0.1,0.0,0.45,0.0,-,135,4633,17.11%,2.0992063492063493,4398.950195
2201,SPX241220C08400000,2023-06-23 1:37PM EDT,8400.0,0.12,0.05,0.4,0.0,-,10,239,17.52%,2.0992063492063493,4398.950195
2202,SPX241220C08600000,2023-06-21 10:23AM EDT,8600.0,0.2,0.0,0.2,0.0,-,1,242,17.12%,2.0992063492063493,4398.950195
2203,SPX241220C08800000,2023-07-05 11:07AM EDT,8800.0,0.1,0.0,0.35,0.0,-,135,4391,18.43%,2.0992063492063493,4398.950195
2204,SPX241220C09000000,2023-07-05 11:07AM EDT,9000.0,0.1,0.0,0.1,0.0,-,120,3903,17.27%,2.0992063492063493,4398.950195
2205,SPX241220C09200000,2023-07-10 9:35AM EDT,9200.0,0.1,0.05,0.1,0.0,-,26,9618,17.75%,2.0992063492063493,4398.950195
